,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,Argentina,Armenia,American Samoa,Antigua and Barbuda,Azerbaijan,Burundi,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Central Europe and the Baltics,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cayman Islands,Cyprus,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Eritrea,Estonia,Ethiopia,Fragile and conflict affected situations,Gabon,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guam,Guyana,Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,"Iran, Islamic Rep.",Iraq,Israel,Italy,Jamaica,Jordan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Latin America & Caribbean ,Least developed countries: UN classification,Low & middle income,Late-demographic dividend,Middle East & North Africa,Middle income,Middle East & North Africa (excluding high income),North America,OECD members,Other small states,Pre-demographic dividend,"Korea, Dem. People's Rep.",South Asia,El Salvador,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa ,Small states,Eswatini,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),World
30,2001,,63.4178886413574,,48.7626113891602,67.4054183959961,98.7129821777344,66.2423477172852,97.1933135986328,99.4001617431641,,98.9499969482422,,,,,47.4855003356934,98.2035598754883,86.5487365722656,,,80.9000015258789,86.7236709594727,,,92.6711273193359,,,,,,,,,67.1729888916016,,,,,,89.1294403076172,,,96.8036270141602,,,90.9216690063477,68.6700973510742,90.6438064575195,97.1309814453125,96.5860977172852,90.9840316772461,,,,,62.5402412414551,,,,,,,,95.9943618774414,,,,,80.0110321044922,51.867561340332,98.1466827392578,,,82.7857971191406,77.9319686889648,56.6594390869141,58.4077110290527,,55.7839889526367,61.0145606994629,,,,98.416618347168,,,,,,,,,88.5939025878906,89.1479721069336,52.8677787780762,77.6253814697266,91.6210021972656,70.5083999633789,79.3047637939453,68.4827270507812,,,79.3214721679688,56.3512687683105,,58.0987892150879,,57.4892311096191,57.4945411682129,81.9728012084961,,,90.8022232055664,97.3662796020508,88.8542633056641,68.286003112793,58.0987892150879,57.4945411682129,81.2043304443359
31,2002,,63.7494087219238,,49.4724502563477,,,67.3601989746094,,,,,,,34.6578483581543,,,,,,,,,,,,,,,,95.7166213989258,,,,,,,,,,89.3794937133789,99.799072265625,,,86.996467590332,69.8734970092773,91.2595520019531,69.378288269043,90.9889221191406,97.212028503418,96.7673721313477,,,52.5139503479004,,,63.0046691894531,,99.6523513793945,,,,,,,,69.1017303466797,,,,52.3738098144531,,,,83.1944274902344,78.3695068359375,57.4133911132812,59.0796012878418,,56.5759010314941,,77.0,,,,,,,,,,,,88.7448806762695,89.2953414916992,53.5876808166504,78.0732727050781,91.9046325683594,71.0265197753906,79.7539596557617,68.9154205322266,,,80.1538696289062,56.9721908569336,,59.2031288146973,,57.9798889160156,57.9850387573242,82.6161727905273,,,91.1455230712891,97.4397430419922,89.0097427368164,68.7002410888672,59.2031288146973,57.9850387573242,81.5719833374023
32,2003,,64.3503036499023,,49.4743690490723,,,69.9890289306641,,,,,,,,21.8229198455811,,,,,,,,,,,,81.1887130737305,,,,,,,,,,,,,89.6112365722656,,,,,,91.5990295410156,70.409912109375,91.3519668579102,97.2931365966797,96.8662490844727,,,,,,62.8154487609863,,,,29.7040195465088,,,,,,,,,,52.9525604248047,,58.7439002990723,,83.8406524658203,78.979377746582,58.0442581176758,59.8598594665527,,57.1340484619141,,,,,,,89.8923187255859,,,,,,,89.618293762207,90.0865097045898,54.2725486755371,78.6955871582031,92.2715301513672,74.0911712646484,80.4270477294922,72.4099731445312,98.5713272094727,,80.8212890625,57.2311592102051,,60.0957794189453,,58.3419418334961,58.3471298217773,83.1395492553711,,,91.4904937744141,97.5136871337891,89.8312072753906,72.2226181030273,60.0957794189453,58.3471298217773,82.065559387207
33,2004,,65.6004180908203,,51.3834114074707,,,70.5737762451172,,,,,,,,,,,,,,,,88.6162414550781,,,,,,,,,,,,,92.8037796020508,,,,89.8251876831055,,,,,,91.9295196533203,71.1810607910156,91.6966705322266,97.3506088256836,96.9480819702148,,,,,35.9000015258789,64.2447814941406,,,,,,,,,,,,,,54.3755989074707,,,,84.1974334716797,79.4419708251953,59.141040802002,60.9894485473633,90.3847885131836,58.2146186828613,,,,,,,,,,,73.6099472045898,,,89.5352478027344,90.0280075073242,55.4500312805176,79.16748046875,92.4644088745117,74.7003021240234,80.8514633178711,73.1119918823242,98.5838394165039,,81.2886199951172,58.1134910583496,,60.8761711120605,,59.8616905212402,59.8666687011719,83.5176620483398,,28.3814296722412,91.8258590698242,97.5674362182617,89.7725830078125,72.9318008422852,60.8761711120605,59.8666687011719,82.4389419555664
34,2005,,63.9424705505371,,51.4238204956055,,,70.2333297729492,,,,,,,,23.5221996307373,,,,,,,,,,,52.8146896362305,,,,,,,,,76.1147918701172,92.8486633300781,,,,90.1046600341797,,,,,,92.2266998291016,70.9275665283203,92.0126571655273,97.4995498657227,97.1132431030273,,67.3318710327148,,,29.8203392028809,63.7224502563477,,,,,,,,,,,,,,53.6199607849121,,,,84.2022094726562,79.3485870361328,58.8060684204102,60.3049583435059,,58.0544586181641,,82.4412002563477,,,,,91.1307525634766,,,,,,93.2744598388672,90.0569229125977,90.5111389160156,55.2322082519531,79.0746765136719,92.7838973999023,74.4650192260742,80.8280868530273,72.6936111450195,98.6025238037109,,81.8300323486328,57.6471214294434,,60.6296691894531,,58.8906211853027,58.8957405090332,83.9584808349609,,,92.1275100708008,97.6985015869141,90.2740097045898,72.5007934570312,60.6296691894531,58.8957405090332,82.3777694702148
35,2006,,62.1338691711426,,57.4711494445801,,,69.1274108886719,,,,,,,28.7021102905273,22.4725799560547,,,,,,,,89.6152267456055,,,,,,,,,,,,,92.2996826171875,,,,90.2587127685547,,,,,72.648681640625,92.638069152832,70.8128509521484,92.4162826538086,97.4553375244141,97.1411590576172,,66.3699111938477,,,,64.9140167236328,,,,,,,,,,,,,,52.0780906677246,,48.6850204467773,,84.2480697631836,79.4558868408203,59.3524017333984,66.2328262329102,91.9822692871094,55.9045906066895,62.7544708251953,82.3313217163086,,,,,,,,,,,93.2821197509766,89.9197082519531,90.4645767211914,52.7630386352539,79.179443359375,93.0054397583008,74.544189453125,81.0781021118164,72.6380310058594,98.6130218505859,,81.3763809204102,59.0878791809082,,60.1619682312012,83.5594635009766,60.2503395080566,60.2552604675293,83.6502685546875,,,92.5447692871094,97.6657028198242,90.227783203125,72.4425811767578,60.1619682312012,60.2552604675293,82.4636535644531
36,2007,,62.8357582092285,,50.1195487976074,,,69.8765869140625,,,,,99.5931930541992,,,28.2936592102051,46.6636009216309,,,,,,90.7434692382812,90.0093688964844,,,,,,,,,,70.6799392700195,61.2055511474609,,92.6517868041992,,,,90.8306732177734,,98.8678207397461,,88.2444610595703,,93.751106262207,72.0456314086914,93.4407424926758,97.5476226806641,97.2418212890625,92.0967864990234,,,,38.995979309082,62.295841217041,,,,,,,,,,,,,83.5889892578125,53.5543212890625,,,,85.3633193969727,80.0183486938477,57.8422088623047,59.4409103393555,,57.0411109924316,,,,,,,92.199577331543,,72.1570281982422,,,,93.664192199707,90.5113220214844,91.075813293457,53.8254089355469,79.7461624145508,93.9794998168945,75.2320175170898,81.6219863891602,73.2388229370117,98.6258010864258,,80.6110229492188,55.2081108093262,,61.7019805908203,82.0286331176758,57.7121696472168,57.7174606323242,83.1939468383789,,,93.6721496582031,97.7478790283203,90.8601837158203,73.0445785522461,61.7019805908203,57.7174606323242,82.9280624389648
37,2008,,63.3095092773438,,49.8100395202637,,95.9386367797852,70.676628112793,,,,,,48.0840606689453,,,,,,,,,90.698112487793,90.03662109375,,,,,,,,,,,,,93.3781814575195,,,,91.0392913818359,,,,,75.1360473632812,94.0106811523438,72.8475036621094,93.7255783081055,97.6576690673828,97.3537673950195,92.3900527954102,,64.662971496582,,,62.3301315307617,,,,,,,,,,,,,,53.8940200805664,,,,85.7301406860352,80.3985137939453,58.5226707458496,60.8299713134766,92.1922988891602,57.3653793334961,,82.9623031616211,,,,,,,,,76.8712921142578,97.9659423828125,93.8983001708984,90.7873687744141,91.327392578125,54.0839500427246,80.1350479125977,94.1736526489258,75.8424224853516,82.0057373046875,73.7248687744141,98.6464462280273,,81.655632019043,55.2332305908203,99.9981918334961,62.7935791015625,83.951301574707,57.8760795593262,57.8812789916992,83.9617385864258,,,93.935173034668,97.8479766845703,91.1209716796875,73.5309295654297,62.7935791015625,57.8812789916992,83.2566604614258
38,2009,,64.0004196166992,,50.6923789978027,,,69.5803909301758,,,,,99.7598419189453,,,,,,,,99.617057800293,,91.1678314208984,90.298210144043,,,,,,,,,,,,,93.2446899414062,,,,,,,,,,94.3140487670898,73.6762008666992,94.0279922485352,98.0476303100586,97.4136810302734,92.2497634887695,,,,,61.8767318725586,,,,,,,,93.9051132202148,,,,84.994010925293,,54.0397491455078,,,,86.1131286621094,80.7384796142578,58.9231986999512,61.6337394714355,92.5817031860352,57.5610008239746,,,,,,,,99.7324066162109,,99.2434310913086,76.1379623413086,,,91.0988388061523,91.5974731445312,54.6592483520508,80.4803619384766,94.4404220581055,75.8617706298828,82.3709106445312,73.5307083129883,,,81.1067810058594,54.4313011169434,,63.4656791687012,84.1028900146484,58.6484718322754,58.6535606384277,83.5689392089844,,,94.2424697875977,98.2263412475586,91.404426574707,73.3286285400391,63.4656791687012,58.6535606384277,83.5131988525391
39,2010,96.822639465332,64.6178817749023,,51.1569595336914,,,70.5184173583984,,,,,99.7711410522461,,,,,,,,,,,90.3791809082031,,,,,36.7526092529297,,,95.1244812011719,,71.2905120849609,,,93.3723297119141,,,,,,,,89.5387268066406,,94.4905471801758,75.2594604492188,94.124641418457,98.3635406494141,97.7472763061523,91.8540420532227,72.0478515625,,,,62.1603088378906,,,71.4970703125,25.3077392578125,,,94.3705368041992,,,,,,84.7553634643555,54.8813514709473,,,,86.7403182983398,81.5316009521484,60.6482009887695,62.1023902893066,,59.9163208007812,,,,,,,92.5510406494141,99.7816314697266,,,,,94.4690093994141,91.0977783203125,91.5873489379883,57.1832504272461,81.2899169921875,94.6083297729492,76.6665496826172,83.2378463745117,74.3127136230469,,,81.7886276245117,55.0670509338379,,66.0360565185547,84.4927215576172,59.2081108093262,59.2130393981934,84.0609588623047,83.0982894897461,,94.421257019043,98.4977111816406,91.3952178955078,74.1133193969727,66.0360565185547,59.2130393981934,84.1600036621094
40,2011,,66.8296508789062,31.4488506317139,51.7663116455078,,96.8452987670898,72.2774963378906,,99.7444076538086,,,99.7786331176758,,,,58.7691802978516,98.3524475097656,92.3000030517578,98.1420364379883,,,92.2261505126953,91.4112396240234,,96.085563659668,,,,,96.703010559082,,,,,79.3111724853516,93.5805282592773,,,97.4065780639648,,,,98.6784286499023,90.1063766479492,,94.231330871582,75.28125,93.8310394287109,98.6287078857422,97.8842086791992,91.5868988037109,,,99.8857879638672,,62.1134300231934,,,,,,,,,,,,,85.1232986450195,56.9407615661621,,,,87.0318603515625,81.7406005859375,60.7924880981445,62.1597213745117,92.8119125366211,60.1040306091309,69.3025588989258,,,,98.8482818603516,,95.9044494628906,,,,,,,91.7859573364258,92.1557464599609,57.3206214904785,81.5104217529297,94.9711380004883,77.356689453125,83.3502426147461,74.5015563964844,,,82.2671279907227,56.8154106140137,,66.5059661865234,85.4939880371094,60.7833786010742,60.788158416748,84.4144668579102,,,94.1588287353516,98.7258071899414,91.9824676513672,74.2989196777344,66.5059661865234,60.788158416748,84.3226470947266
41,2012,,68.3613510131836,,52.4101600646973,,97.2469711303711,75.7018890380859,,,,,99.7757720947266,,32.9488182067871,,57.8607482910156,,,,,,94.4605712890625,91.3378524780273,,,55.3175582885742,,,,,,40.9816284179688,,75.0171890258789,,,49.1961402893066,85.3277893066406,,,99.6731109619141,,,90.1551818847656,,94.405143737793,75.8829193115234,94.0228500366211,98.7599792480469,97.9875411987305,92.0647277832031,73.865592956543,,,,63.7035102844238,82.2837982177734,,,,,,,,,78.2648620605469,,,85.3555526733398,58.2316284179688,,,,87.5256729125977,82.269172668457,61.7272300720215,63.5816497802734,,60.7947998046875,,83.6259918212891,77.1999969482422,,,,97.8903198242188,,,,,,95.5131683349609,92.0330429077148,92.3983764648438,58.1245613098145,82.0476913452148,95.1441268920898,79.8540573120117,83.9243087768555,77.3770904541016,,,82.7335586547852,59.4409294128418,,67.3077621459961,,61.9646301269531,61.96923828125,84.718879699707,,,94.3348388671875,98.8413314819336,92.2344131469727,77.1940002441406,67.3077621459961,61.96923828125,84.7610626220703
42,2013,,69.3831024169922,,53.0027809143066,,,73.276481628418,,,,,99.7893600463867,,,,61.0155410766602,,,96.9917678833008,,,,91.4842376708984,,,,86.8231811523438,,99.298469543457,96.2670593261719,,,,,,,,,,,,,,90.8581466674805,,94.5015029907227,76.3663711547852,94.1243209838867,98.805061340332,98.0536727905273,93.2946319580078,72.442497253418,,,,63.0729217529297,,,,,41.9500503540039,,,,,77.0386734008789,,,85.4644165039062,59.2676200866699,,,,87.5484085083008,82.3959732055664,62.4830284118652,63.4453887939453,,62.0002288818359,,84.6268005371094,,,,,,,,,,,95.585823059082,92.1015319824219,92.4446334838867,59.4882583618164,82.1807708740234,95.2111129760742,77.862907409668,84.0189208984375,75.0229415893555,,,83.0928497314453,59.0068817138672,,68.0545272827148,86.767578125,62.8259582519531,62.8304290771484,84.9606018066406,,,94.4324188232422,98.8830490112305,92.2822875976562,74.81005859375,68.0545272827148,62.8304290771484,84.8601379394531
43,2014,,69.8347702026367,,54.0067596435547,66.0301132202148,,77.5778732299805,,,,,99.7889862060547,61.5134887695312,,34.5993995666504,61.0932998657227,,,,,,,91.7294311523438,,,,,,99.3157272338867,,,43.9084205627441,,,,94.1862487792969,,,,,,,,91.7637634277344,,94.9556732177734,77.251350402832,94.6579895019531,98.8331604003906,98.0961380004883,94.2226409912109,,,,,64.9138717651367,,99.5861892700195,,32.0038414001465,,45.5811614990234,,,,81.2858963012695,,85.6397323608398,87.1975326538086,60.1253318786621,,,,88.2257690429688,83.0485305786133,63.2408714294434,64.3482666015625,95.1162185668945,62.6863594055176,,84.7052383422852,82.1999969482422,,,,,,78.733039855957,,78.0550918579102,,,92.5114822387695,92.8893890380859,60.2782592773438,82.837532043457,95.4148864746094,81.5690612792969,84.720588684082,79.2574005126953,,,83.4920120239258,61.2843399047852,,68.7931671142578,,63.5090408325195,63.5133781433105,85.2302627563477,,,94.8922805786133,98.9101104736328,92.7413330078125,79.0837326049805,68.7931671142578,63.5133781433105,85.433708190918
44,2015,,70.3134231567383,,54.8183212280273,,,74.9812088012695,,,,,99.7880630493164,,,,65.1373291015625,,,,,,92.455078125,92.0478973388672,,,,,,99.3327713012695,96.8741302490234,,,,,,94.2450485229492,,86.7902908325195,,,,,,91.9912109375,,95.1597595214844,77.9914779663086,94.869499206543,98.855827331543,98.1386489868164,94.4556579589844,,,,,63.8959503173828,,,,,50.7779693603516,,,,,,,,87.9068298339844,60.6003189086914,,,,88.2912673950195,83.2457275390625,64.1573791503906,64.9517364501953,95.2179336547852,63.7608489990234,,,,,,,,,,,80.5264892578125,,95.6854476928711,92.6756896972656,93.0500106811523,61.5256996154785,83.0385131835938,95.5112915039062,79.558479309082,84.9246978759766,76.7205123901367,,,84.2511291503906,60.2868385314941,,69.7571563720703,87.9698486328125,64.128059387207,64.1322784423828,85.7971420288086,,26.0029907226562,95.0989074707031,98.932502746582,92.9098892211914,76.5160827636719,69.7571563720703,64.1322784423828,85.6018295288086
45,2016,,71.0951995849609,,55.4379196166992,,,76.3867263793945,,99.7444076538086,,,99.7900619506836,,,,72.7587203979492,,,,,,,92.8084411621094,,,,,,99.3535003662109,,,,,77.0426788330078,,94.6538467407227,,,,,,,,93.7784576416016,,95.321418762207,78.6065521240234,95.0339736938477,98.9837799072266,98.2315368652344,94.350227355957,,,,,65.7695999145508,,,,,,,,,,,,,88.9874801635742,61.4376983642578,,61.691349029541,,88.6774673461914,83.8043899536133,65.5783081054688,65.6693267822266,95.3769683837891,65.533088684082,,85.5442504882812,83.3000030517578,,,,,,,,,,,93.1671371459961,93.5284194946289,63.5242881774902,83.6039962768555,95.7430801391602,80.5925903320312,85.5015182495117,77.888313293457,,,84.7315063476562,62.6668281555176,,71.1049270629883,88.1417694091797,64.8573226928711,64.8613967895508,86.1503524780273,,22.3115501403809,95.2626190185547,99.0447692871094,93.4037933349609,77.691162109375,71.1049270629883,64.8613967895508,86.0611572265625
46,2017,,71.0090713500977,,56.485538482666,,,77.1703033447266,,99.7360687255859,,,99.7912292480469,68.3753280639648,,,72.8929672241211,,,,,,,93.0758209228516,,,66.561149597168,,,99.3704299926758,96.4022827148438,,,,,,,,,,,,98.8678207397461,,,,95.4862823486328,78.9736099243164,95.2058792114258,98.9826278686523,98.2793731689453,92.8297882080078,71.1682510375977,,,51.7711791992188,66.5571517944336,,99.3642578125,,,,,,,,,,,,62.5403594970703,,,,88.8729934692383,84.0785369873047,66.3929290771484,66.4344863891602,,66.3724212646484,,,85.5999984741211,,,,,,,,,,96.0359497070312,93.2591323852539,93.5947265625,64.4673614501953,83.8864974975586,95.8903503417969,81.5119323730469,85.757568359375,78.9528732299805,98.7192993164062,,84.942138671875,63.8228988647461,,71.7903594970703,88.4827117919922,65.2192611694336,65.2232437133789,86.3058013916016,,,95.429557800293,99.0466918945312,93.4733581542969,78.7626266479492,71.7903594970703,65.2232437133789,86.2882308959961
47,2018,,71.3926162719727,,59.5684585571289,,,74.2861328125,,,,,,,,39.3458518981934,73.9122009277344,,,,,,,93.2275009155273,,97.214111328125,,,37.3958206176758,99.3872375488281,,,,77.0710372924805,,,95.0925064086914,,,,,,,,,81.4078369140625,95.5852584838867,79.194580078125,95.3079376220703,99.1621932983398,98.3964080810547,,,76.5705184936523,,,64.9450988769531,,,,39.6176795959473,,,,,,80.810676574707,,,87.2052383422852,63.8712997436523,,,,88.8655090332031,84.1411666870117,66.9653091430664,65.9780883789062,95.658561706543,67.4507904052734,,,,,,,,,,,,98.8000030517578,96.0564727783203,93.3964614868164,93.7266693115234,64.6855163574219,83.9525985717773,96.0548934936523,79.0097885131836,85.8781967163086,75.8960876464844,98.7272491455078,,85.1605072021484,63.6434211730957,99.9981918334961,72.0815124511719,89.0085983276367,66.6798934936523,66.6836395263672,86.4714584350586,,,95.5298385620117,99.2031478881836,93.6103363037109,75.6685409545898,72.0815124511719,66.6836395263672,86.3390502929688
48,2019,,72.6349716186523,,59.51171875,,,74.6036605834961,,,,,99.7959823608398,,,29.6632804870605,74.6844635009766,,,,99.8740005493164,,,,,,,,,99.4021224975586,,,89.8934173583984,,,,95.249267578125,,,,,,,,,,95.963508605957,79.4939804077148,95.7082214355469,99.1801528930664,98.4332809448242,,,,,,65.6260070800781,,,,,,,,,,,,,88.5074310302734,64.2076034545898,,,,88.9218063354492,84.3098907470703,67.8033065795898,66.4268264770508,,68.4772796630859,,,,,99.3490982055664,,,,,99.5999984741211,,,,93.8924179077148,94.1739807128906,65.8197174072266,84.1277618408203,96.2434234619141,79.3410034179688,86.0900268554688,76.2772064208984,98.7332611083984,,85.3942718505859,63.9542198181152,,71.9427871704102,89.1379165649414,67.4072494506836,67.4108581542969,86.6712265014648,,,95.9128875732422,99.2212905883789,94.0715713500977,76.0508422851562,71.9427871704102,67.4108581542969,86.4896011352539
49,2020,97.9899978637695,72.7856216430664,,59.6175117492676,,,75.0228805541992,,99.7886123657227,,,,,,,74.9088973999023,,,,,,93.8525619506836,,,,,,37.4900016784668,99.4171829223633,,97.1500015258789,,78.2300033569336,,,95.6363296508789,,,,,,,,,,96.2715911865234,79.9613876342773,96.0015487670898,99.2663803100586,98.5048294067383,93.6260986328125,,,,,65.4767379760742,,,80.379997253418,,,,,,,,,,,64.4329071044922,,,,89.2565689086914,84.5722427368164,68.0763168334961,66.8073425292969,95.9990081787109,68.695182800293,,,,,,,,99.8000030517578,,,,,96.4575424194336,93.9134292602539,94.1992492675781,66.0432815551758,84.3962020874023,96.5029296875,79.7623291015625,86.4152374267578,76.6375274658203,98.7402267456055,97.0459136962891,85.6380310058594,64.1893005371094,,72.6586074829102,89.9845275878906,67.5441131591797,67.5476303100586,86.849853515625,89.2799987792969,,96.2249069213867,99.2979202270508,94.0983810424805,76.4127807617188,72.6586074829102,67.5476303100586,86.7115097045898
50,2021,,72.5811614990234,37.266040802002,60.034610748291,,,75.2311782836914,,,,,,,,,,98.4199981689453,,,,,,,,97.5899963378906,,,,99.4252624511719,,,,,,80.6100006103516,,,,98.0400009155273,,99.6731109619141,,99.3600006103516,,,96.2973709106445,80.3580017089844,96.0377426147461,99.3009185791016,98.5237731933594,94.4835891723633,,,99.870002746582,,65.6045379638672,,,,45.3300018310547,,,,,,,,,,64.9476013183594,99.4499969482422,,99.0999984741211,89.4487533569336,84.7575302124023,68.5195922851562,67.1697769165039,,69.1759414672852,,,,,,,98.4199981689453,,,,,,,94.1902770996094,94.4546508789062,66.6165008544922,84.5862121582031,96.5497817993164,80.0122528076172,86.6206817626953,77.0044479370117,98.7399520874023,97.1108779907227,85.7083892822266,64.6795883178711,,73.4224700927734,,67.5884780883789,67.591926574707,86.9194030761719,,,96.251106262207,99.3285980224609,94.3630981445312,76.7805404663086,73.4224700927734,67.591926574707,86.8527526855469
51,2022,,72.6004028320312,,60.3126983642578,72.4000015258789,98.5,75.1715316772461,,,,,,75.5400009155273,47.0999984741211,34.4900016784668,,,,98.3000030517578,,,,94.6900024414062,,,72.0999984741211,,,99.4275207519531,97.1600036621094,,,,80.5400009155273,,,61.7099990844727,91.0,,,,,,95.5,,,80.828010559082,,99.3256912231445,98.5410614013672,93.9481201171875,74.5,,,,65.5553665161133,85.6900024414062,99.5749893188477,,,58.6699981689453,53.9000015258789,,,,84.2699966430664,,90.0299987792969,,65.2185211181641,,,,89.7009963989258,84.9614562988281,68.8382568359375,67.5332183837891,,69.4716491699219,76.3227767944336,88.9599990844727,,,,,,,82.879997253418,,83.7799987792969,,,94.3460922241211,94.6001205444336,66.9641494750977,84.7953414916992,96.5905914306641,80.3575897216797,86.8693313598633,77.3994979858398,98.7406692504883,,85.8374786376953,64.9779510498047,,74.1877593994141,,67.7116394042969,67.7150115966797,87.019660949707,,27.2800006866455,,99.3498229980469,94.5129013061523,77.1763610839844,74.1877593994141,67.7150115966797,87.0117492675781
